label,Shot_Length,Motion_Distribution_Mean,Motion_Distribution_Variance,Frame_Diff_Distribution_Mean,Frame_Diff_Distribution_Variance,Short_Time_Energy_Mean,Short_Time_Energy_Variance,ZCR_Mean,ZCR_Variance,Spectral_Centroid_Mean,Spectral_Centroid_Variance,Spectral_Roll_Off_Mean,Spectral_Roll_Off_Variance,Spectral_Flux_Mean,Spectral_Flux_Variance,Fundamental_Frequency_Mean,Fundamental_Frequency_Variance,Edge_Change_Ratio_Mean,Edge_Change_Ratio_Variance
1,37,1.399668,0.733238,4.157358,1.947565,0.016020,0.009283,0.116639,0.075967,3555.805176,1238.624268,6881.758301,2399.937988,1212.918579,1207.830322,120.137375,56.934654,0.102839651067,0.984313329018
1,59,1.139513,0.553092,3.326984,1.292492,0.016136,0.009314,0.149417,0.075965,3717.505371,1003.174988,7079.662109,1920.344116,1112.365723,1224.938110,142.142624,53.643425,0.757468162805,0.493572087723
1,63,3.611425,2.117920,10.325325,7.613271,0.013762,0.006764,0.146280,0.077821,3733.802979,973.147034,7178.175293,1879.171509,849.119507,730.941650,145.427658,59.139362,0.115274934815,0.155371260927
1,30,7.376228,3.291048,16.011366,6.411426,0.013357,0.011537,0.079062,0.049645,3361.528320,1397.710571,6730.834961,2642.522949,1077.330566,1490.696411,120.447487,56.222115,0.568961696716,0.16078725304
1,49,1.057620,0.637057,4.839979,6.426133,0.014155,0.011255,0.115306,0.057692,3663.456543,1092.726807,7055.614746,2106.935791,1107.990112,1819.864502,132.909103,47.836739,0.166354857661,0.0458266870967
1,25,2.069035,1.358213,8.364635,11.083679,0.011968,0.007151,0.116875,0.085844,3358.787109,1466.165894,6448.000488,2817.124756,603.707397,548.912415,123.366287,55.944431,0.513520221129,0.00567581033043
1,29,0.288683,0.487318,1.493181,1.164941,0.010732,0.010840,0.130388,0.068342,3421.225586,1369.314209,6570.689453,2630.426025,745.115417,1244.655396,116.975243,53.131260,0.00992552187326,0.218884172196
1,31,0.064020,0.041566,0.777275,0.324103,0.016967,0.009644,0.105847,0.064346,3487.806152,1342.643799,6700.002441,2580.822266,1385.229614,1279.083496,125.934875,54.961456,0.129934015194,0.865619474481
1,33,1.665831,0.931894,4.466058,2.174621,0.007048,0.004452,0.141098,0.083492,3489.564697,1296.313965,6756.820312,2510.839600,279.682098,281.627075,130.107742,51.197689,0.748635657681,0.763386805956
1,49,1.092236,0.453966,3.939668,1.333778,0.011226,0.008915,0.168941,0.068129,3650.709229,1107.109985,6934.183105,2072.642822,608.589600,1140.383545,127.708763,46.708534,0.786932234875,0.946368977577
1,34,0.839849,0.342906,5.296230,2.173580,0.007553,0.006146,0.165901,0.079336,3512.320557,1282.791870,6711.030762,2455.379395,282.647552,666.686279,113.869751,55.505535,0.374293582697,0.825193081158
1,25,0.447465,0.306470,1.815170,0.918017,0.020812,0.010632,0.171500,0.077974,3368.733398,1470.348999,6317.000488,2761.134521,1535.508301,1038.949097,147.821045,67.415260,0.025917004928,0.937405197171
1,29,1.325244,0.641179,4.265919,1.909553,0.011555,0.005770,0.135776,0.059957,3437.327148,1375.112427,6611.208496,2647.201416,953.043213,828.597534,134.062088,63.357613,0.462643705281,0.493120435695
1,25,2.181697,1.272612,7.230120,7.521219,0.017923,0.009741,0.105125,0.062220,3355.393799,1464.643921,6516.000977,2847.041504,1185.754761,978.485657,105.300552,57.087994,0.0730999410978,0.661108424459
1,29,0.731836,0.372201,2.375077,1.059067,0.019971,0.008753,0.122091,0.068083,3449.147949,1380.067871,6686.208008,2675.815918,1704.017456,1036.106812,133.020081,61.788227,0.670935824315,0.830916059951
1,30,2.641035,1.489261,7.820165,3.787994,0.019675,0.008858,0.107292,0.054881,3458.585938,1356.838623,6746.666016,2647.354980,1194.534668,904.210693,121.987587,55.899567,0.853889164886,0.441471553236
1,29,0.993204,0.600353,3.107831,1.578342,0.019551,0.010193,0.153556,0.070930,3461.328857,1384.589722,6520.689453,2611.580566,1586.166138,1348.681519,122.598534,57.298264,0.463793446589,0.0897916913594
1,66,3.350262,1.989843,8.763749,3.785681,0.015125,0.008493,0.150994,0.057323,3765.986084,956.729919,7167.800293,1823.575317,1067.968384,1584.696045,126.504623,44.561234,0.410258514447,0.872121649714
1,45,2.281362,1.303362,9.861255,5.403219,0.015304,0.006495,0.125069,0.056852,3630.166260,1134.322021,7027.777832,2198.043945,654.387390,555.273987,106.251884,58.192898,0.244979275333,0.0285592346413
1,32,0.703519,0.327889,2.277234,1.008143,0.014070,0.007641,0.178906,0.079990,3513.201904,1327.935425,6520.312988,2469.102051,601.207458,488.865753,127.971725,56.034916,0.347472995203,0.248572920689
1,45,0.876771,0.433601,2.550817,1.023899,0.016163,0.013427,0.161458,0.062063,3638.291992,1136.999146,6789.998535,2128.055908,1386.511475,1954.640015,150.551926,56.297661,0.785135976976,0.0266503879981
1,39,1.112712,0.505463,2.741354,1.016082,0.015664,0.015310,0.168269,0.064104,3572.655518,1208.439819,6662.178711,2260.547363,1449.896729,2332.677002,150.524811,60.572369,0.454576007618,0.795677109462
1,28,2.354258,1.504765,5.305977,3.178991,0.010555,0.012969,0.134598,0.072934,3396.938965,1387.233154,6558.035645,2683.145020,428.790009,771.025940,116.360748,57.902725,0.185973537295,0.66964618739
1,33,0.447651,0.262297,1.687626,0.735698,0.022162,0.009091,0.169886,0.078951,3523.006348,1308.524658,6712.121582,2498.273193,1800.190308,1258.115967,112.406174,56.918659,0.16776857403,0.837790582685
1,25,0.500338,0.271730,1.757210,0.819492,0.017832,0.009059,0.198875,0.095154,3377.484863,1474.099121,6262.999023,2737.477295,985.734924,596.781677,104.070663,51.297108,0.658826918532,0.130318790155
1,37,1.362943,0.893190,3.378843,1.430071,0.020260,0.007515,0.147044,0.079272,3575.231689,1244.923340,6881.080078,2400.712402,1652.496948,841.997375,108.466888,39.161827,0.718359446159,0.780158031389
1,79,1.869615,3.694483,6.616133,7.779414,0.017518,0.006477,0.156646,0.064485,3797.320312,877.378784,7315.508301,1695.600464,929.579285,763.497437,139.739227,46.741016,0.78079209129,0.752079737302
1,31,0.966070,0.453521,7.393779,6.724503,0.014521,0.007095,0.153125,0.076479,3490.459961,1343.593872,6709.679199,2583.988770,808.284363,681.695557,136.313446,58.865749,0.238336409318,0.498382802882
1,64,0.209030,0.096476,5.353872,3.984042,0.014452,0.005243,0.191992,0.076614,3756.201416,969.989258,7126.169434,1847.315430,693.818665,490.408295,135.311005,50.872936,0.64123426191,0.67315554071
1,61,0.799460,1.465634,3.213451,3.370449,0.016780,0.008639,0.160810,0.083178,3734.148682,989.544556,7223.360840,1920.105957,1055.062012,1063.239624,118.464584,46.924789,0.190970251136,0.682941688161
1,38,2.741549,2.519918,15.383423,14.135656,0.014206,0.007666,0.121957,0.058142,3565.639404,1223.454712,6932.894531,2379.651123,600.155273,595.921570,106.010185,53.310520,0.994437012888,0.102896515583
1,57,2.973560,4.097814,12.368188,18.912800,0.011500,0.007180,0.150329,0.059182,3703.029053,1017.668091,7141.664551,1967.141113,485.264221,845.568176,103.944916,42.902729,0.480115767048,0.483451853185
1,32,3.003806,1.999407,17.873266,7.932610,0.008774,0.005158,0.093457,0.071709,3424.172852,1333.831421,6800.782227,2577.510498,338.371246,353.845764,100.249229,43.198498,0.951948612559,0.400626464864
1,34,3.480935,2.098042,20.373890,19.432117,0.017132,0.008307,0.136397,0.074461,3541.197754,1293.127563,6684.560547,2448.772705,1123.873657,967.968567,136.822708,61.217106,0.566189886366,0.405085219192
1,38,0.809459,1.386799,3.495972,3.257370,0.014016,0.005231,0.151151,0.059385,3581.248535,1228.477783,6813.816406,2342.732422,1107.308228,584.103455,136.947327,55.335331,0.301715774555,0.415105480893
1,42,3.438046,1.977480,11.995537,10.793192,0.015308,0.007713,0.118973,0.062600,3619.140137,1174.469482,6925.595703,2256.623291,927.855530,980.461548,121.177467,51.164845,0.544977474049,0.966785037951
1,25,5.828408,3.629387,13.775931,11.039694,0.011404,0.005320,0.117875,0.053327,3366.778809,1469.433960,6400.001465,2793.510742,343.301849,224.372787,100.284843,56.819489,0.452057098104,0.112042376771
1,25,3.409106,1.639791,17.404325,13.313558,0.019650,0.011240,0.038875,0.032960,3308.127441,1445.561646,6648.000977,2902.068115,1573.920044,1531.995850,83.356377,41.365746,0.76345365973,0.149202154258
1,56,2.284982,2.428668,10.532140,17.118090,0.014660,0.009044,0.140904,0.118946,3684.319092,1023.671326,7169.643066,2006.912598,762.863708,1262.378296,113.625298,50.705425,0.255812650034,0.978693944085
1,35,2.770055,2.430445,18.882839,20.923758,0.011046,0.009038,0.220268,0.134128,3525.678955,1267.176880,6573.573242,2384.095215,502.530670,894.891846,117.505234,56.433350,0.156088263221,0.182695432624
1,25,4.297855,2.867798,11.616686,11.308000,0.016104,0.011161,0.059875,0.053664,3307.895996,1445.292725,6618.000000,2889.511475,938.404907,1419.015503,89.532532,48.922024,0.86334908994,0.262750799546
1,37,0.802351,1.826910,3.020342,2.514485,0.012536,0.008668,0.116132,0.085850,3545.487061,1235.137939,6904.729492,2410.480957,597.286438,887.839539,107.475746,49.370693,0.88669654645,0.169388411934
1,25,3.666948,2.657001,9.574542,4.491944,0.015195,0.010949,0.082000,0.089168,3318.463379,1449.827271,6544.001465,2864.762207,940.477600,1620.108887,95.668121,57.896957,0.420422030179,0.135820654581
1,27,0.962842,0.745271,5.190787,3.216808,0.013352,0.010255,0.153935,0.089715,3400.495361,1418.472290,6465.740234,2701.403076,754.713989,1166.671875,112.696747,57.898170,0.717729141369,0.407661100864
1,25,2.838382,1.425803,18.797108,20.725582,0.016514,0.009506,0.091250,0.068408,3321.735596,1450.849121,6550.000488,2861.834473,1133.058594,1340.980957,88.758438,50.397270,0.292918916651,0.21051927022
1,31,4.885129,2.129460,23.478527,9.356466,0.009762,0.007760,0.186391,0.128894,3465.504883,1334.706055,6568.549805,2543.037109,417.356445,745.194763,104.336807,54.441917,0.68008018036,0.615416022673
1,61,0.716862,1.442818,3.511217,2.986814,0.011359,0.008479,0.198719,0.137679,3709.540283,984.526428,7025.817871,1888.655396,545.844604,1123.415894,124.022469,53.867058,0.541111296049,0.830058165735
1,25,3.489136,1.645959,19.266603,15.569600,0.015442,0.010718,0.044500,0.050321,3288.602539,1437.588013,6631.001953,2896.685547,848.595520,1192.315063,93.269287,54.111607,0.181221384664,0.167545359015
1,34,3.047978,1.467940,20.363859,14.435031,0.010030,0.007834,0.205239,0.144804,3508.608643,1282.036865,6611.764648,2433.123047,422.853149,762.955444,106.407372,53.252190,0.9568427321,0.190833615045
1,48,0.755078,0.248827,5.106293,3.265456,0.013084,0.009357,0.143880,0.109735,3638.969238,1099.032227,6995.311035,2125.050781,702.714111,1150.179688,116.357262,53.758514,0.458399599197,0.178994681998
1,101,0.326570,0.889914,3.266043,6.794384,0.015151,0.006487,0.133292,0.057988,3831.109619,779.028564,7402.227051,1510.009277,712.142883,967.845947,131.824173,49.063202,0.301702476092,0.0177283792265
1,25,0.917630,0.577278,4.398458,3.854235,0.014041,0.007746,0.095750,0.062155,3337.917969,1457.548828,6555.001465,2862.835205,581.161926,425.713257,91.279564,50.284073,0.147212124443,0.0249398673138
1,44,4.601289,2.770218,13.419389,9.595312,0.018111,0.008766,0.062855,0.047171,3589.668701,1137.245728,7163.635742,2267.128662,921.742676,1022.208923,104.771332,54.011375,0.66162412019,0.403286530755
1,36,2.005011,0.743915,5.115550,1.867246,0.016873,0.008802,0.066927,0.040990,3513.943359,1243.672363,6995.139160,2474.020020,961.120544,1327.488037,99.446053,49.639336,0.429243177966,0.299488505856
1,25,2.037989,1.314011,6.954102,8.800632,0.014429,0.009005,0.083750,0.054443,3333.348389,1456.026245,6582.001953,2873.511963,713.818970,1391.216553,92.802032,51.285164,0.511117038164,0.727598865001
1,25,0.653446,0.295320,3.194952,1.460143,0.014762,0.008678,0.070000,0.065324,3330.164795,1454.014038,6594.000000,2879.941406,674.300354,734.119446,93.390793,49.992104,0.631179198595,0.449192244107
1,36,1.440270,0.701085,5.246274,4.501499,0.017586,0.009062,0.063889,0.050927,3505.775879,1241.883301,6999.999512,2476.613037,916.211792,1075.521118,92.953079,49.968662,0.807301445072,0.754688107794
1,95,3.887657,1.307554,11.190711,4.040704,0.012194,0.008074,0.149836,0.068916,3604.980713,1030.892578,7309.212402,1545.947388,571.737183,802.621948,126.717201,45.729500,0.470250912461,0.402607800421
1,41,0.819088,0.519846,2.454447,1.245423,0.019148,0.012054,0.130412,0.065309,3403.060791,1301.731323,6931.098633,2282.858154,1490.500610,1288.172729,122.970505,44.264858,0.691909435793,0.17741011926
1,34,3.764203,1.376060,5.226368,1.915058,0.017677,0.007761,0.074449,0.050454,3464.067139,1266.739868,6908.088379,2523.545654,819.432739,611.988220,109.114639,51.526489,0.548656099405,0.0642498037865
1,33,1.960122,0.763005,4.877162,1.894245,0.018947,0.007859,0.066193,0.035555,3456.051025,1285.047852,6883.335938,2557.065430,1003.559692,701.488159,119.883011,58.885231,0.00763639884886,0.927669590286
1,25,1.235875,1.496670,5.293523,10.714149,0.018669,0.009262,0.085625,0.048866,3343.218262,1459.494141,6559.000488,2862.807617,935.266113,936.717102,120.231384,63.681751,0.357217391259,0.568446843555
1,25,1.745307,0.991299,6.905778,5.841702,0.018636,0.009130,0.085750,0.047121,3287.740479,1436.083130,6541.999023,2855.860352,942.123047,635.795349,120.181236,65.506187,0.46955312754,0.187023266646
1,25,3.462251,1.541595,13.452222,8.229486,0.020495,0.009366,0.120625,0.058420,3338.557861,1457.566406,6485.000000,2831.011719,1076.347778,578.838928,108.116997,56.081192,0.744417549525,0.571921372793
1,26,2.700964,1.165025,10.388918,4.647770,0.018906,0.008606,0.097115,0.048139,3347.950439,1428.059570,6547.115723,2792.131836,809.205261,550.307495,101.423332,54.584587,0.785850289351,0.765873268723
1,47,4.678963,1.652382,13.583819,4.703858,0.022144,0.008171,0.095545,0.035992,3636.599365,1109.906250,7118.087891,2171.526123,1330.987183,972.437927,115.753998,50.194237,0.948164711616,0.286258861697
1,40,0.875755,0.303153,3.638700,1.257217,0.023373,0.009114,0.081484,0.033736,3567.194580,1190.165771,7032.500977,2344.408936,1306.401123,906.986145,102.349915,49.801182,0.332056212484,0.0536139194943
1,26,1.649274,0.829354,4.239848,2.185228,0.012348,0.005743,0.068269,0.033743,3350.965820,1429.488403,6625.000488,2825.272461,335.996979,257.744720,84.009560,44.681385,0.423026996099,0.875954609106
1,43,2.953352,2.620714,8.979557,9.100451,0.016864,0.007817,0.036410,0.022152,3532.031494,1136.965332,7186.626465,2302.190918,749.750732,842.984863,91.786652,52.641514,0.77168103766,0.258295139684
1,25,2.862032,1.382700,8.989495,7.596182,0.014944,0.007301,0.032500,0.016956,3250.852051,1422.430298,6641.000000,2898.632568,440.856476,369.240845,103.400581,59.809017,0.230854705757,0.12921245241
1,39,2.357121,1.232536,8.078471,5.846395,0.017568,0.008304,0.044712,0.021208,3499.118896,1186.969238,7081.409668,2394.319824,717.567749,685.648193,100.782043,57.305698,0.656846165972,0.118377199086
1,28,3.072812,1.807071,16.438023,16.592463,0.015635,0.007730,0.033147,0.019584,3312.820068,1357.194214,6784.823242,2770.312744,602.482300,614.092163,91.134735,58.741081,0.463356389807,0.214934961238
1,34,2.231026,1.349924,9.691526,9.780984,0.015869,0.006587,0.045588,0.020508,3446.513916,1261.188232,6958.089844,2541.024902,530.826294,378.487610,97.325439,51.101536,0.349901454894,0.406727481714
1,76,3.013803,1.582708,7.727588,2.234412,0.017951,0.006478,0.049589,0.021312,3705.701660,877.351135,7466.446777,1760.716797,686.513367,540.630737,99.389275,49.353939,0.165553665635,0.261302500031
1,125,0.169903,0.272451,0.603560,0.705459,0.021560,0.006800,0.111150,0.054844,3838.728516,700.304565,7541.400879,1374.829224,1141.170288,796.819641,118.220551,51.415974,0.505558182118,0.468288337726
1,139,2.697752,2.234950,10.450095,10.077503,0.022964,0.005998,0.131183,0.046155,3882.511230,668.961853,7537.051270,1299.541138,1297.035889,714.668945,112.555550,41.515701,0.686187265902,0.151617079589
1,165,0.785427,0.433528,4.682993,5.499584,0.015824,0.009378,0.091705,0.049666,3603.616455,909.398193,7632.578125,1206.983887,697.823120,634.646484,98.542778,40.526012,0.431772520605,0.199897308645
1,38,1.488570,1.254320,8.170856,6.459429,0.017336,0.007927,0.066201,0.041186,3558.298584,1221.115967,7040.791016,2415.910889,1262.709351,1312.224609,93.024155,42.499142,0.269013406775,0.92014491267
1,25,0.587923,0.307428,5.039572,2.922044,0.010262,0.006327,0.058625,0.040867,3284.429932,1435.628906,6635.001953,2896.155762,292.465942,314.019928,80.434113,48.017208,0.822454512872,0.557461760474
1,28,1.154187,1.031169,8.733998,7.391855,0.005408,0.002794,0.033147,0.020860,3270.710205,1341.804565,6806.251465,2778.811035,75.059196,69.979668,83.808647,51.543713,0.64082510843,0.437150626029
1,27,1.169185,0.663492,9.352569,6.541587,0.001819,0.001078,0.028009,0.017295,3132.268555,1312.717529,6761.111328,2819.929199,9.114793,12.185565,79.466286,43.700172,0.914929221032,0.666354025695
1,31,2.009195,0.865307,11.490170,5.159346,0.005931,0.010091,0.068750,0.048125,2513.533691,1386.129150,6832.258301,2631.004639,287.301025,582.810547,84.281181,41.691463,0.0446168994403,0.0572550993808
1,25,1.626598,0.874361,11.279584,5.497689,0.014175,0.006612,0.071000,0.035680,3354.043945,1464.008301,6563.999512,2865.485596,458.028198,313.933258,94.853340,50.875366,0.212085495118,0.0510627431501
1,25,1.134603,1.039885,11.710886,14.202428,0.012845,0.007766,0.177875,0.089392,3370.555908,1471.203857,6286.998535,2745.720215,429.394135,366.324036,107.557701,55.726234,0.131534684241,0.407915290599
1,34,1.922929,1.580314,10.042686,7.720559,0.004558,0.002192,0.292555,0.112654,3527.104492,1288.009766,6358.825684,2324.026367,45.070705,30.778561,117.711708,54.892239,0.693285891015,0.656700582719
1,28,1.794135,0.832732,7.632460,3.630903,0.003582,0.001995,0.164174,0.087312,3393.846924,1385.867065,6394.641602,2615.282715,53.304237,49.811111,121.921684,54.000191,0.981414694047,0.216846810197
1,39,1.541915,0.996164,7.993048,4.727748,0.010531,0.007391,0.145112,0.074998,3587.206299,1212.979492,6828.206543,2314.537598,284.621796,279.316864,122.617371,51.103420,0.900132554412,0.522109094888
1,98,0.931894,1.174944,4.437824,3.547653,0.019267,0.006989,0.153189,0.056096,3844.011230,793.275757,7362.497070,1521.129395,907.360596,579.624084,121.994873,38.830845,0.0479802908792,0.318211352692
1,25,0.579885,0.346728,2.548294,3.712188,0.018080,0.009009,0.151375,0.071767,3371.996826,1471.768555,6392.999512,2790.950439,1150.230225,826.965149,115.244545,53.738171,0.923765235224,0.536125270761
1,71,0.856159,0.527148,4.437771,3.942221,0.018185,0.005908,0.178037,0.057697,3785.287842,925.068726,7175.353516,1755.140503,784.075684,397.599426,123.646622,39.044975,0.206810421322,0.552510410364
1,58,1.141327,0.681906,4.461068,3.221750,0.018824,0.006362,0.169612,0.058191,3733.154053,1016.210876,7083.188965,1929.500366,904.853027,531.857422,126.667519,42.300449,0.875192958421,0.12900023091
1,25,2.261474,1.225350,17.491804,13.508773,0.016644,0.007702,0.165875,0.077864,3375.680420,1473.322388,6369.999512,2780.809570,701.771606,395.358887,112.458931,52.263309,0.554658232841,0.474384429686
1,25,0.837925,1.360375,6.594903,11.022640,0.015705,0.007359,0.158250,0.074008,3368.273193,1470.102783,6381.999512,2786.374023,666.902161,382.373474,102.671402,48.899136,0.0742727953258,0.956065777939
1,35,2.927118,1.834523,11.341868,10.904776,0.016979,0.006943,0.162232,0.069150,3551.983154,1276.005737,6753.573242,2427.584229,752.096558,477.238068,110.546013,45.435944,0.811232796858,0.211446109883
