label,Shot_Length,Motion_Distribution_Mean,Motion_Distribution_Variance,Frame_Diff_Distribution_Mean,Frame_Diff_Distribution_Variance,Short_Time_Energy_Mean,Short_Time_Energy_Variance,ZCR_Mean,ZCR_Variance,Spectral_Centroid_Mean,Spectral_Centroid_Variance,Spectral_Roll_Off_Mean,Spectral_Roll_Off_Variance,Spectral_Flux_Mean,Spectral_Flux_Variance,Fundamental_Frequency_Mean,Fundamental_Frequency_Variance,Edge_Change_Ratio_Mean,Edge_Change_Ratio_Variance
1,27,3.645489,2.445642,16.643291,10.802203,0.015009,0.008107,0.094676,0.059578,3402.025391,1419.051880,6610.186035,2757.705566,900.380554,893.691284,110.954544,57.335968,0.159309034829,0.744781601945
1,114,1.127116,0.897136,5.002442,5.690519,0.016223,0.005652,0.110855,0.058282,3842.582764,733.737061,7486.187988,1432.905762,904.945618,866.644043,127.395836,48.914616,0.790265906417,0.261945136751
1,25,4.763610,2.307512,10.141559,9.461326,0.008935,0.004971,0.077500,0.044406,3294.693848,1439.089233,6611.000977,2885.746582,247.577713,229.796417,86.230286,47.151947,0.74838726801,0.841185326984
1,25,2.720120,1.300196,13.984651,14.711412,0.006587,0.005659,0.080750,0.038928,3275.492432,1432.822021,6529.999512,2850.649414,420.784302,644.641174,111.784813,58.063934,0.54299506919,0.864924564558
1,25,7.409271,3.665332,17.620098,8.709596,0.012501,0.007155,0.086125,0.044779,3352.864502,1463.363892,6468.999512,2823.313232,1323.932983,1230.901245,146.560577,63.989662,0.737692904896,0.506266114569
1,37,1.347078,1.764505,9.313793,13.281710,0.010304,0.004934,0.090541,0.041090,3549.010986,1235.957642,6901.351562,2403.094727,621.844421,609.052795,130.835068,54.926929,0.657589742006,0.898007011516
1,30,3.781361,2.234093,12.463446,6.239329,0.005663,0.004603,0.126667,0.081193,3427.363037,1344.751343,6668.333496,2616.055908,261.982086,689.719971,105.817375,55.456676,0.587125195422,0.229912709717
1,101,1.159078,1.138720,6.009381,9.442282,0.018699,0.007644,0.101516,0.049727,3823.747314,777.394348,7425.496094,1511.165039,2045.512695,2004.396729,132.856476,44.499084,0.0868523285232,0.790956421967
1,132,5.633781,1.981045,17.559553,5.243663,0.011665,0.008011,0.121425,0.056863,3829.298828,715.739929,7473.482422,1326.364136,673.399841,1040.189087,129.229370,48.224602,0.678411697264,0.698764174503
1,25,5.077452,2.572168,15.846204,8.726622,0.002406,0.002699,0.160625,0.082663,3266.507080,1427.339600,6320.999023,2761.577393,37.536804,124.735687,111.392868,63.538467,0.878030287198,0.185539975362
1,132,1.842484,2.997711,5.447408,7.054195,0.010195,0.009300,0.114228,0.090901,3772.390869,698.766479,7488.259277,1340.707520,629.294495,1014.914917,121.606010,43.380238,0.791213492582,0.170938570253
1,32,0.182447,0.100991,1.332545,0.671309,0.010307,0.008867,0.086914,0.046780,3462.236084,1310.316772,6755.471191,2554.959961,635.839172,951.903870,119.353874,52.346550,0.890302745242,0.869297821306
1,223,2.024591,1.454725,6.592492,3.780290,0.008290,0.008476,0.142489,0.061689,3777.803467,562.119263,7473.094238,1020.514526,431.677124,860.560913,138.503387,36.998669,0.557361713992,0.277767738408
1,107,0.777125,0.374530,2.828610,1.047345,0.012008,0.010669,0.117815,0.065004,3494.447510,1024.627563,7405.138672,1464.332642,907.943481,1338.752563,144.578644,44.737148,0.895149839862,0.54133701616
1,68,0.436291,0.386363,1.764901,1.004526,0.011759,0.008466,0.139292,0.068398,3743.759766,936.834473,7172.795898,1802.029663,666.862976,944.328491,137.915421,47.899605,0.954322778319,0.579761833162
1,25,0.247458,0.492159,1.214568,2.548930,0.011299,0.008140,0.108875,0.066663,3345.738281,1460.607788,6475.999512,2828.448975,570.144714,772.132019,102.769058,50.880947,0.997399812333,0.0506998279967
1,123,0.956489,2.069714,3.901220,4.371284,0.009112,0.008203,0.145046,0.109018,3745.259766,731.931030,7395.730957,1380.274048,472.030457,808.681702,125.999359,42.870193,0.594061223491,0.624561216592
1,56,2.277475,1.166138,11.849564,7.755045,0.007103,0.007391,0.130134,0.113808,3525.361328,1036.158569,7103.572754,1991.933594,319.679657,626.052002,113.671494,48.447052,0.103239539287,0.531958010919
1,95,3.645478,1.846046,16.473642,7.897222,0.015226,0.006201,0.122961,0.055358,3830.213867,803.460449,7393.682617,1556.214355,1023.941467,891.102295,120.450661,39.313564,0.180053631418,0.00355890427705
1,43,3.036397,1.778904,13.690580,9.885736,0.015155,0.006919,0.094913,0.054699,3618.721191,1159.390137,7061.046387,2263.427490,1071.099854,844.927124,119.386345,46.937397,0.526384608803,0.516400870344
1,95,3.713778,1.732465,14.056569,6.626099,0.017002,0.006424,0.097599,0.043294,3820.443604,801.791077,7459.738770,1567.750488,1078.052979,874.533386,109.510635,31.481121,0.0377373375021,0.395864902644
1,182,4.190456,2.015704,11.355901,3.893781,0.015544,0.006992,0.117806,0.048909,3902.971191,585.976685,7557.556641,1141.910889,1065.055542,1021.264160,126.576385,36.688644,0.12666156492,0.705936330841
1,102,4.414653,1.886353,15.110628,5.136901,0.015292,0.007260,0.127328,0.060256,3827.276123,774.495239,7397.549316,1500.864868,691.437134,557.288452,125.167114,47.610283,0.392130183804,0.128470170893
1,26,2.045548,1.165915,8.461758,3.854306,0.017103,0.008628,0.094832,0.056366,3358.462891,1432.780884,6571.154297,2803.472412,765.686157,515.609802,93.885170,60.551720,0.713449492474,0.303168310062
1,32,1.041122,0.537188,3.876200,1.998251,0.016173,0.008958,0.078711,0.048459,3450.163818,1306.194458,6843.751465,2588.201416,688.698853,570.234863,84.831467,47.962555,0.0125983317814,0.804199811606
1,37,2.632437,1.428715,10.605258,4.800924,0.017769,0.008198,0.099409,0.054245,3539.786865,1233.661621,6932.433105,2415.259521,883.784973,770.547485,105.074348,59.844154,0.465251941732,0.560995657799
1,46,1.412158,1.823800,8.050138,11.568233,0.019361,0.007707,0.113791,0.057993,3627.722412,1120.709717,7064.675293,2183.094238,1010.516357,660.843628,116.208069,61.455257,0.940123544145,0.387880103947
1,25,0.746167,0.950684,3.949314,6.153420,0.018936,0.009243,0.062625,0.049929,3310.055664,1447.269165,6609.000488,2885.596924,984.783203,821.077759,75.868828,41.541733,0.68501234744,0.321214043341
1,119,4.409392,1.861140,11.432533,4.063501,0.013902,0.008406,0.100263,0.075137,3654.282227,875.307617,7504.829102,1411.474243,618.706360,652.884033,119.276611,52.634178,0.896724479575,0.0865425554592
1,293,4.114717,1.907057,12.224495,6.304958,0.014039,0.006799,0.111764,0.050220,3906.159180,465.054932,7618.857422,906.564575,750.005432,959.739685,144.320831,47.468430,0.251743619917,0.664377986879
1,25,3.844788,2.336775,12.486286,7.489525,0.022026,0.012402,0.060750,0.062300,3319.172363,1449.889282,6590.000977,2879.826416,1544.744385,1111.264038,73.447258,45.139622,0.279537799665,0.245747802567
1,42,2.632351,2.437778,8.168202,8.235348,0.017617,0.009246,0.125446,0.075419,3612.057129,1172.397217,6933.333008,2255.143799,1120.193604,1040.237793,112.364258,63.574116,0.495578667086,0.83653651241
1,25,1.719644,0.899383,6.821364,6.968654,0.020264,0.010406,0.096375,0.054099,3352.475342,1463.437012,6492.998535,2836.459961,1391.347900,1065.281006,119.432190,64.714783,0.699451427253,0.683461523012
1,38,2.091193,1.125404,16.891087,19.100462,0.022751,0.010993,0.100164,0.061447,3573.654541,1226.291504,6898.684082,2371.209229,2145.706787,1897.201050,135.263992,62.868404,0.794339035831,0.780911840924
1,25,1.490042,0.837490,14.603621,10.357061,0.022132,0.011753,0.103250,0.074417,3349.033936,1462.432861,6479.000000,2833.163330,2020.669922,1850.779297,100.162010,53.629105,0.435150240796,0.469055592467
1,34,0.217640,0.104762,2.408906,1.142277,0.020941,0.010379,0.100827,0.071228,3523.623291,1286.995605,6851.471680,2504.583740,1495.556885,1217.101685,121.793282,60.324032,0.807535191727,0.0561651510975
1,35,4.394691,2.471450,8.588728,3.521451,0.016884,0.009052,0.138393,0.095643,3536.996582,1271.203613,6773.572266,2448.596191,868.299988,909.401855,110.344986,60.350479,0.161354715613,0.650676530077
1,45,0.108652,0.208386,0.796127,0.672553,0.021521,0.012082,0.110069,0.052039,3639.499512,1137.488647,7011.111328,2194.422363,1767.508179,1807.444946,137.307587,59.983032,0.895167284466,0.788031435284
1,57,0.316301,0.788919,3.420213,3.731633,0.019634,0.008546,0.108936,0.055242,3704.454834,1018.459412,7220.177734,1987.435669,1457.292847,1498.225220,123.272240,60.791542,0.541963479013,0.97009722431
1,80,2.160349,2.094882,10.712472,13.910461,0.014135,0.007692,0.119648,0.050053,3737.092773,887.837830,7345.625000,1691.036133,558.389282,540.686340,106.235954,49.013397,0.814150399361,0.112837703918
1,85,1.939553,1.301326,7.133958,4.176738,0.014425,0.008031,0.115294,0.052733,3794.366699,844.294617,7325.880859,1633.800049,938.446716,952.117004,140.268402,43.912094,0.580640068125,0.334635018403
1,71,0.995518,0.508950,4.005095,1.365878,0.017049,0.013035,0.100660,0.084895,3718.793213,914.106079,7349.297852,1806.014526,1822.204956,2253.760742,106.097351,40.366596,0.138369861992,0.0713710597259
1,92,6.989427,3.579248,16.865772,5.863254,0.017419,0.010820,0.085700,0.039506,3795.136475,811.033508,7466.577637,1594.728394,1307.779541,1394.458008,118.458328,38.021931,0.307562953114,0.149257857217
1,28,2.654109,1.467586,6.136594,2.982596,0.016787,0.009166,0.123772,0.081176,3431.805908,1401.135986,6599.109863,2698.320801,1063.563599,892.919983,106.387604,49.789307,0.528093034767,0.437357223204
1,138,1.126316,1.848364,6.059628,7.639893,0.014575,0.009699,0.109171,0.043977,3854.551270,668.979248,7519.744141,1303.895630,969.026428,1186.353271,116.291000,36.501579,0.473833528116,0.482421099323
1,25,3.191096,3.540463,21.317389,22.807568,0.014738,0.008956,0.122750,0.075237,3359.731445,1466.576294,6440.000488,2814.248535,729.598999,731.230652,90.805634,46.595009,0.209518005002,0.491536144088
1,27,1.312216,1.457672,3.949047,3.977313,0.012234,0.009547,0.154977,0.116570,3382.436768,1411.687500,6528.703613,2731.547852,747.391174,963.221863,118.282684,57.496277,0.333610951932,0.86442769257
1,34,0.512587,0.211424,3.235500,2.974929,0.012635,0.011667,0.166268,0.094757,3339.400635,1367.007202,6711.765625,2455.173828,922.224121,1189.118896,132.822174,58.865402,0.952725147757,0.97377139201
1,59,1.016226,1.430348,4.893620,5.630088,0.011456,0.010156,0.101430,0.057221,3428.068848,1209.439575,7244.069824,1956.120117,692.040527,1081.785156,126.399902,56.342773,0.861748581223,0.829674000038
1,36,3.089443,3.002353,12.209927,8.929374,0.011127,0.008129,0.098785,0.057051,3522.679443,1247.065552,6905.555664,2442.926270,566.908203,784.122559,113.527763,60.058571,0.939583055717,0.178904987819
1,63,0.494794,0.739220,2.787046,3.885077,0.012298,0.008469,0.107688,0.060872,3727.215332,971.352661,7215.872559,1885.845459,666.850586,1080.666748,130.324585,52.538826,0.527052047243,0.610360140057
1,37,1.188733,2.227741,5.432541,10.540946,0.015964,0.010269,0.085389,0.043596,3559.778076,1239.684814,6910.136230,2408.263184,1229.709595,1875.357544,125.942993,58.023567,0.0392967055318,0.702973876679
1,86,4.883111,9.455112,8.470881,13.824382,0.011588,0.008877,0.098910,0.072385,3770.164795,835.716003,7409.594238,1644.045776,631.158813,990.394531,131.458481,53.530735,0.757759210046,0.000600702635282
1,162,3.189157,2.283932,11.395097,6.282429,0.014512,0.009853,0.151177,0.085590,3852.139404,634.655762,7402.315430,1206.945679,927.048096,1259.714600,138.739319,46.502563,0.572573690574,0.0905039335031
1,219,2.499510,3.473536,6.831649,6.382301,0.012939,0.004904,0.138913,0.098414,3865.842285,534.356750,7567.123047,1065.070557,489.673737,451.423737,117.364326,46.298691,0.965980010505,0.427016750622
1,113,0.557064,0.759214,4.497995,3.096611,0.014235,0.006526,0.071847,0.055237,3766.522461,728.096558,7557.964844,1459.998413,590.079773,472.264008,96.517273,43.776447,0.440056868858,0.190900493735
1,47,3.692851,2.093618,17.902596,10.433403,0.013135,0.005331,0.043152,0.019125,3580.864014,1094.010010,7238.299805,2207.921387,328.328888,267.082367,87.989548,42.480240,0.314441174088,0.917228694637
1,209,1.905325,2.479425,10.570946,11.722653,0.014347,0.010903,0.111379,0.043234,3606.430176,975.354431,7578.830078,1067.937744,1042.223633,1615.480713,127.586586,44.501846,0.523654240981,0.905956377605
1,39,3.929934,1.394410,19.300253,13.565360,0.009800,0.003677,0.085817,0.051096,3581.108154,1210.760132,7051.283691,2384.578613,480.253418,294.448761,99.400658,39.337639,0.0582300209211,0.186040874674
1,90,2.383847,1.520503,10.839178,9.547472,0.010546,0.003193,0.096007,0.045619,3785.242188,817.241150,7498.054688,1618.215332,329.842804,176.119598,119.091743,39.975945,0.628482628589,0.609446057157
1,37,0.664460,0.502692,12.377335,15.071254,0.022842,0.009236,0.081841,0.042615,3527.871338,1229.151489,7013.514648,2442.560547,1102.324341,742.643982,85.726738,41.633305,0.0849628284462,0.168150400745
1,25,3.236772,2.584722,21.092529,12.566516,0.022353,0.010484,0.074750,0.045345,3334.072754,1455.771362,6600.000488,2881.058105,1070.572998,679.834290,80.837631,45.330853,0.433327403301,0.21848288534
1,44,2.194710,2.378231,17.219059,22.184694,0.027249,0.009671,0.086293,0.049238,3593.201660,1137.565063,7137.501953,2258.622314,1683.958008,1098.984985,86.629272,38.425411,0.142751951572,0.567989984618
1,35,1.868760,3.069431,10.396086,15.093349,0.022808,0.010785,0.062054,0.046307,3410.683594,1294.597900,6997.856934,2514.449951,1564.728760,1168.906250,99.582764,66.982727,0.0592409118545,0.597528919984
1,37,1.660820,2.530814,11.307561,18.244629,0.009474,0.009691,0.068074,0.031462,3460.577881,1215.283447,6956.080566,2422.613037,801.391113,1402.749268,133.420532,62.365028,0.320251167198,0.568722973409
1,69,0.275082,0.431963,5.871524,4.909821,0.008710,0.008737,0.081205,0.034876,3689.380127,919.150269,7332.245605,1819.636963,589.731445,1156.952026,133.009766,54.055122,0.729603651479,0.714194596813
1,115,0.905806,1.092496,2.469147,2.160874,0.012985,0.011766,0.084212,0.036923,3801.688477,726.531311,7492.830566,1423.490479,1083.381104,2474.486328,140.576569,48.175205,0.672957626684,0.315493563322
1,287,1.345566,1.907607,3.607022,3.787022,0.011663,0.011764,0.154029,0.097403,3832.333496,509.695526,7529.791504,925.359497,945.766724,1469.767822,116.747025,37.435795,0.124156176289,0.341496286811
1,95,0.964608,1.654939,3.255995,2.920160,0.021288,0.009903,0.103421,0.044595,3811.774902,800.469604,7437.367676,1564.700562,1856.722900,1699.093994,109.542984,38.633446,0.767762245034,0.0232818243937
1,31,1.245982,1.248213,5.190626,2.838394,0.021513,0.011347,0.089012,0.048564,3470.332764,1336.116943,6750.000000,2600.914795,1641.195068,1330.596558,123.659775,58.448139,0.821563023234,0.637014865629
1,41,3.406691,1.341060,7.544166,2.805105,0.021821,0.009443,0.147561,0.071885,3615.696289,1189.013306,6884.146484,2273.600830,2075.601074,1845.182373,117.445015,52.403122,0.588751335587,0.618419943562
1,202,1.575549,1.079092,6.637605,6.813344,0.014946,0.010618,0.096782,0.059802,3860.754883,554.246094,7637.006836,1096.669556,910.874329,1500.639648,116.224541,46.157654,0.249335029608,0.58670794678
1,44,1.975373,0.811987,7.179190,3.574071,0.013784,0.009405,0.092472,0.048432,3611.687988,1143.017090,7052.272949,2232.710693,737.658264,1046.909912,114.357079,54.263321,0.788124365157,0.691050396922
1,45,0.622324,0.246656,2.465352,0.885796,0.010591,0.008559,0.076250,0.050871,3589.645752,1122.648926,7126.111816,2227.694092,454.124298,903.781860,106.934692,52.719452,0.477771121188,0.371782963632
1,34,7.021512,2.845289,17.975311,6.868552,0.012145,0.011988,0.099724,0.066520,3503.018799,1279.905884,6826.472656,2496.622070,591.474487,922.820618,117.497780,59.219627,0.309350867879,0.518839853395
1,37,1.025816,0.791827,6.153685,5.238933,0.016671,0.010270,0.075760,0.044515,3541.108154,1233.711792,6973.650391,2429.563965,1112.078613,1946.338501,97.590477,43.542011,0.476883610975,0.657227645718
1,81,2.478580,1.628076,7.255435,3.782324,0.014351,0.008609,0.087963,0.046536,3762.312988,858.870056,7432.101562,1696.415649,678.835693,1027.198608,103.489250,45.150951,0.577671003214,0.284450701825
1,172,3.280598,1.587409,8.478077,3.415560,0.015351,0.009395,0.111428,0.054178,3881.107666,601.156738,7563.955078,1176.158447,915.794067,1252.652100,117.599449,39.760590,0.62989207738,0.48418684968
1,53,0.115781,0.103038,1.104461,0.481681,0.014388,0.010572,0.113090,0.049893,3679.266113,1051.937866,7149.526855,2044.927002,814.709961,1452.802490,102.145241,43.106270,0.834483956846,0.910735443683
1,25,0.995367,1.614146,4.365147,8.313621,0.012544,0.007058,0.071500,0.042814,3324.964111,1451.552856,6567.000000,2866.646729,597.200012,459.721039,83.358536,48.480068,0.404694706064,0.205084874324
1,41,3.038485,1.369626,16.615553,12.656219,0.015670,0.009185,0.106326,0.044436,3591.056641,1181.144043,7018.292969,2308.725586,810.297363,976.875122,95.890839,44.697861,0.833897665741,0.315115422063
1,25,2.267182,1.325862,12.047890,13.706668,0.012832,0.009016,0.079750,0.066079,3329.711182,1454.204590,6550.000488,2860.891846,625.969910,724.771362,96.730980,55.344242,0.255971279494,0.66990533105
1,25,1.486626,0.822080,8.726148,8.844421,0.009019,0.006097,0.103750,0.067070,3343.196289,1459.519043,6476.999512,2829.403320,228.574127,297.270172,106.886848,59.689301,0.934709799379,0.941950219194
1,36,4.229145,3.269583,16.502157,13.309536,0.009009,0.010673,0.078646,0.059583,3446.058594,1220.085571,6929.166504,2453.551270,434.809235,1006.877075,106.729431,51.018467,0.139072950146,0.874001658997
1,25,2.651557,1.401399,25.539831,14.249998,0.001485,0.000870,0.034375,0.025039,3013.685059,1390.388794,6652.001465,2904.151123,6.133428,7.243146,63.529377,34.484383,0.552434617135,0.252286980135
1,54,3.058389,1.829022,7.971874,3.861386,0.001804,0.000656,0.035243,0.021288,3407.705566,971.030701,7350.463867,2079.858154,7.946158,7.152219,67.919106,24.487349,0.0551927065388,0.547716609053
1,32,2.505750,1.266876,21.312332,12.955646,0.003505,0.002709,0.101367,0.067228,3361.298828,1276.726807,6764.845215,2561.778320,49.848072,63.686474,106.660202,60.555012,0.81569288093,0.111809317766
1,63,2.643841,1.297671,10.586459,6.820367,0.010395,0.004604,0.114484,0.080034,3710.978516,967.189819,7293.649902,1905.953735,337.390717,409.124573,123.251350,49.615517,0.569745152677,0.384011994822
1,65,2.655579,1.057447,13.471164,13.114860,0.011113,0.004485,0.116202,0.054853,3735.696533,957.017517,7321.536621,1876.052368,358.374298,248.869629,118.188919,45.619064,0.0533999016002,0.543514940208
1,25,2.384799,1.204352,9.370879,10.957764,0.010026,0.005044,0.135125,0.073918,3361.104492,1466.993896,6494.999512,2835.881104,296.776276,226.097336,103.874214,59.855465,0.031862638662,0.885079902536
1,25,0.959711,1.053753,8.535550,8.384639,0.011453,0.006100,0.118875,0.067413,3349.504150,1462.041504,6523.999023,2848.004150,450.658539,635.170410,96.168121,53.726868,0.285579755896,0.768833227491
1,26,3.562155,2.289487,19.862017,10.702977,0.010017,0.005634,0.121394,0.066837,3382.555176,1442.450684,6540.385254,2790.316650,431.108673,529.356506,101.126587,50.191006,0.75046955885,0.496268897705
1,43,2.456146,0.983493,8.322388,3.606500,0.013994,0.007106,0.141933,0.065950,3625.015137,1161.118286,6980.233887,2238.720947,734.774048,1016.378235,118.594231,48.975761,0.149353574175,0.405758780565
1,95,1.480581,1.706935,7.674469,8.996521,0.014984,0.005963,0.110592,0.049704,3820.488037,801.576233,7461.314941,1566.715454,678.780029,765.830688,115.437866,42.031822,0.515179417782,0.946733242972
1,84,0.192858,0.187064,2.094006,2.466225,0.018648,0.007022,0.100372,0.043471,3791.857178,848.692200,7435.716309,1664.905762,887.703491,763.847595,106.575821,44.418598,0.0764237043763,0.227180987817
1,43,3.000998,4.034120,9.238070,9.052888,0.022479,0.011378,0.068677,0.038967,3582.781494,1149.596313,7139.533203,2287.263916,1524.044800,1537.849121,99.974792,50.467762,0.0118581904566,0.756690561911
1,28,1.328655,0.558656,3.578867,1.518193,0.026276,0.012056,0.062277,0.034048,3382.997803,1382.542480,6761.607422,2760.773926,1671.313599,1247.284668,78.170090,41.784340,0.566071752658,0.951829879634
1,25,1.811744,0.826160,6.800356,5.798935,0.022842,0.011272,0.060375,0.045442,3309.721436,1445.635254,6656.000000,2905.127441,1262.383545,1050.922485,77.111115,47.939899,0.781545044602,0.447973392096
1,42,1.187084,0.793053,5.817912,5.118650,0.021233,0.012478,0.062872,0.036753,3579.479980,1162.590698,7142.856934,2318.112061,1543.106689,1880.751953,84.293625,33.727745,0.0177743125918,0.857383918019
1,25,1.682555,1.595109,5.977610,6.859477,0.014282,0.009502,0.062625,0.050055,3316.134521,1448.879395,6599.000977,2881.327637,736.213867,1175.989502,82.674637,42.084305,0.0765640739425,0.209939982477
1,25,2.539315,2.308105,9.604557,8.227382,0.021618,0.010129,0.124375,0.062265,3360.210205,1466.840576,6474.999512,2826.947021,1324.663696,959.128479,107.167755,58.454552,0.637303933292,0.697447782037
1,32,2.321576,1.574154,11.431636,8.798527,0.015659,0.016084,0.102930,0.059292,3362.181396,1302.550903,6784.377930,2567.052246,1829.553467,2591.635010,101.831749,55.605717,0.480741437496,0.982680286271
1,63,2.211563,1.068390,9.762605,7.942996,0.000559,0.000498,0.098561,0.056728,3126.721436,857.576904,7320.239746,1909.282715,1.223619,3.172310,101.579849,49.041668,0.473440627797,0.578978143291
1,36,1.284793,0.741406,3.099037,1.359498,0.015917,0.007936,0.064062,0.038128,3517.488525,1244.758667,6971.528320,2465.721436,664.417786,547.207275,88.545135,45.475132,0.837106806381,0.396013293438
1,41,1.542739,1.025283,7.986985,7.954431,0.011482,0.008624,0.070427,0.047739,3504.698486,1155.792725,7080.487793,2329.721924,330.915680,455.552521,86.157646,43.271793,0.583972140101,0.0875839012164
1,73,3.086278,2.192340,8.164434,6.675874,0.009990,0.010402,0.102997,0.058058,3688.007812,897.993347,7323.633301,1768.862671,594.870850,1596.528320,116.986580,48.547836,0.658116264752,0.491267654677
1,66,0.879604,0.608061,5.028820,1.972842,0.019524,0.010918,0.098769,0.065013,3733.231201,950.769592,7278.787109,1856.796631,1729.386108,1757.168701,129.805908,42.548378,0.834468253662,0.304830552561
1,29,0.385421,0.409909,11.056192,17.943161,0.014998,0.009292,0.090733,0.053567,3433.967773,1374.263794,6711.209473,2685.755371,1118.768188,1240.123169,98.189270,45.026653,0.495138108944,0.903174750421
1,25,6.256197,2.971283,44.873192,20.853466,0.011429,0.012317,0.104375,0.071428,3319.530518,1449.516479,6501.001465,2839.338867,825.509277,1452.136475,124.235153,63.751022,0.524183872076,0.221168467431
1,93,1.553244,0.808679,7.171687,4.765282,0.018659,0.011293,0.104133,0.063125,3802.052002,807.635010,7444.890625,1583.878906,1375.290771,1763.698853,114.658340,45.875225,0.713197096201,0.876172263223
1,105,0.785653,1.036559,10.241037,10.597249,0.015495,0.009231,0.159256,0.096825,3829.016846,763.804016,7327.145020,1481.200195,1002.707336,1067.409546,130.818130,48.950615,0.18594109752,0.304968711056
1,96,1.009882,0.611065,8.616622,5.170781,0.024178,0.009899,0.117057,0.072354,3812.758789,796.630737,7433.074707,1561.845093,1790.639038,1501.925293,108.453758,44.662865,0.809232337573,0.8733062059
1,94,0.878181,0.740069,10.068889,6.150323,0.024593,0.010364,0.093418,0.052492,3800.202637,803.138123,7480.319824,1582.874146,1717.128174,1570.940186,101.570557,45.566189,0.318390020515,0.804864429998
1,101,1.280113,0.730266,13.925160,6.391002,0.023339,0.009885,0.117420,0.059676,3819.292969,777.161804,7477.476074,1524.803223,1611.386475,1373.657104,107.509048,44.786064,0.404922002093,0.215834649222
1,109,0.385269,0.818622,5.550302,6.010360,0.023751,0.009725,0.109948,0.059469,3825.741455,748.824219,7503.214355,1471.857056,1681.668701,1491.776001,104.656013,44.737648,0.177240042897,0.196169422128
1,92,0.493677,0.508520,6.411007,4.547132,0.022246,0.010098,0.123132,0.076973,3802.393555,812.677368,7403.804199,1589.293823,1578.985474,1365.406982,106.318665,49.599960,0.645739421423,0.819506307814
1,43,0.648054,0.836743,7.827367,6.069385,0.016724,0.011767,0.126163,0.082820,3605.732422,1156.101074,7012.209473,2252.724121,1058.525879,1442.908081,107.014359,51.968880,0.960118150918,0.955967606764
1,26,0.795294,0.706974,12.598983,12.005971,0.021694,0.011563,0.104447,0.076215,3364.758545,1435.453979,6618.268555,2823.869141,1449.558960,1297.203003,102.366074,54.435040,0.456922063219,0.561669207993
1,34,0.872790,0.708776,11.857226,9.500073,0.019437,0.011562,0.110202,0.075556,3511.104492,1283.112427,6838.236328,2502.779541,1289.026123,1305.795532,107.337456,60.832138,0.209323661719,0.953958900242
